,Unnamed: 0,id,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence,cluster,song.0,song.1,song.2,song.3,song.4,song.5,song.6,song.7,song.8,song.9,X,Y,name
680,680,7d6XJZjnm7iWcKwYL9z5kC,0.462,0.6990000000000001,0.5579999999999999,0.0,0.11599999999999999,0.399329386,1,0.0603,0.384684191,0.493,2,5SHhPFh68OhUmuRPymKX9d,0h9bwHojcS1hSBon4YKK81,6q8onrzcka32nGVrnWYGBQ,0lnfjcwBcripJPtXuSu7d3,2wSJEsk3c0E1ZXYRwgNQoR,5ouNakSA4Ys0aJvoFBJtXn,3qhobDAfBcVoOWZP8Ck8R2,1AJBNdi266U3cJkgxpHOlF,7mldq42yDuxiUNn08nvzHO,1z8F0DUrgxictKm2lzvuki,-0.39950282,0.200490416,Noticed
681,681,65B1tEOv5W294uCKbmEcFV,0.0524,0.41600000000000004,0.446,0.0,0.0891,0.500707288,0,0.0291,0.7277413890000001,0.278,1,1Oe3Qp3ZnVPV2vpp5VdXKb,4ut5G4rgB1ClpMTMfjoIuy,4VAblZCtZSqqhSF7XnijUT,0z8u1VqXUYPBMIoF91JIWE,3id2EVGKc3eFAMn9nFnB0r,2JqnpexlO9dmvjUMCaLCLJ,6xeCQCtG0VVzV69qTiUg21,7FAJdyyyaWEAMtGnVj8xps,6poaggkSYGIoUjyuippcQ2,3ZS5TBLJhHdPKtoPhfUjoq,0.605093047,0.036973355,I Hope You Dance
682,682,0KPiSFlz5OUCgw7nwvhYWe,0.5379999999999999,0.732,0.69,9.37e-05,0.191,0.40577356299999995,0,0.174,0.5634119129999999,0.636,1,6hDXJbOh3PmAO8d6NSfSEv,4BiiOzZCrXEzHRLYcYFiD5,6idbkCHz9ta5EidtB0L1hT,50sFReHUuHCK59Jd5oCTcx,1OxL1FWSEd7QmJoWLRP2NO,0SE7gSflAhE1a5HEs5Hk9R,6dvxtFnL3KrKVO17ZpBc2u,2vNDq5XAoF4Gl4hfY7aacS,5OhkVfh9tiZ5MmK60sqkKt,5nk9xa2ODzTlBUK4I7O1QO,0.600269766,0.26196372,"Only You (feat. WizKid, Offset & J Balvin)"
683,683,074PG6f7ZRVyQ9m1mkgzXa,0.271,0.47,0.418,0.000196,0.159,0.487190234,0,0.17600000000000002,0.373945619,0.22399999999999998,1,6gU9OKjOE7ghfEd55oRO57,5oEtB2tBMMlYYexIBRMxF8,0olEV0xHPcpVOPZfg4MSgR,7jmFU6rB0UoSl1xsC1xEh3,4rwqrKdwlFWJ6LvPYaOtgn,7xg1FqT608rRxuDblpHoeO,285pBltuF7vW8TeWk8hdRR,0s3nnoMeVWz3989MkNQiRf,42QRyJd5x6e2TFR1S41g2p,6zmANU5l4qCHQrI5cZhSS2,0.594526346,0.236588292,Serotonin
684,684,7mLIL4OdNdwFcGNlTcWa0c,0.667,0.626,0.32299999999999995,0.0,0.0605,0.503326872,1,0.0339,0.625587904,0.23399999999999999,2,6RPb92J2rlqC1DK7BWIgpF,3oJWTN5wZcXr40qNX3wPZ8,7oHijHxh7cI40fNC4S619V,1BzdE75pSHlsqF2roxxEWk,59hJIGEDNvXePcZjVWD4wM,24X7bMsJeLopdHXpLwyUmB,2VZ8vDGBVKW5shpP3ytWSz,5QvL5shIrzH2A2zG0DZwh3,2N0rHlYG5N4fN9HnVis9yj,1ArLnG0bHaHPXqf08sEKM0,-0.429440269,0.505357795,Talk to Me
685,685,556b0qVFXcn1eXz1JYXHKg,0.5329999999999999,0.6920000000000001,0.38,0.129,0.379,0.426363493,1,0.0392,0.42141558700000004,0.764,2,6mXRWXFzT0tXp2EYvkosqj,07ipXN6CNTw34qwSYePKpg,3axNvNVXW11vfhQrNdbCOV,68bjO39GD3JEEL3qAu0bGC,78loPG2VNA0Lg0vjumMfeD,1RGcxEKlVL5TSMHqV13etr,2A69wys3S9uiPSmn6UZWJn,03ZkvqZOANKndGXfAAPywG,7tDqtZnEQcgAE92mEMtgnF,0xM6mdl0XX2qOqUZmVUp97,-0.409558222,0.338490542,Your Loving
686,686,0Ult84lvFuqNvbyXwyRQ58,0.299,0.693,0.624,7.64e-06,0.0955,0.391994551,0,0.0448,0.5049581129999999,0.369,1,3lPeYs2w6lodxEQzywvPVC,1BdjQ2Xd8y4FoHXLP52AhC,2IO7yf562c1zLzpanal1DT,14jgkcld1iK7cXU2AiP2M7,5CJD51sC5P3Nf4U3D7AVc3,7dhyhMtWWJNYWmE4N5XiEA,3lSDIJ2abCrOdDJ6pshUap,0owbFAS9rCBSqJYly3fMbE,7g9YrTuImvIkpS9uveKdCO,2XWjPtKdi5sucFYtVav07d,0.609416745,0.112661491,I Miss You (feat. Julia Michaels)
687,687,3Yc3DI66pY5AVHmfgYQtZh,0.122,0.5670000000000001,0.853,0.282,0.136,0.241263687,0,0.0682,0.576910869,0.27,1,24OV6VOjeJgjP0vmlbHika,2MivJKBsf8Urhe3T9p4GVx,1WjcX541kITk0ACPf5K6Bp,3Iee2uf8UXOrOupQzfs1z5,4sPLWp96ErrLiMfgz5TE4l,0lXvZ242DIHyJzvlMqOWBU,0tBbt8CrmxbjRP0pueQkyU,3yHTTHbT058Ow0favhZO38,7EmGUiUaOSGDnUUQUDrOXC,4lOavMadLCGAOJEvMJ5t4t,0.631393137,-0.192100866,Anyone Else
688,688,2A69wys3S9uiPSmn6UZWJn,0.593,0.725,0.43700000000000006,0.0,0.0842,0.503064913,1,0.0575,0.40388666100000004,0.759,2,1RGcxEKlVL5TSMHqV13etr,3axNvNVXW11vfhQrNdbCOV,2dwvxOHnQjndZLowIR6PiS,3HJGY8vPq6zI8mEDl6a6K4,7mldq42yDuxiUNn08nvzHO,0BgbobvykXxEvxo2HhCuvM,7tDqtZnEQcgAE92mEMtgnF,0xM6mdl0XX2qOqUZmVUp97,2Yer0p7uB2lVBUAtANuuQp,6MH1oRsRfQc2ZCco3ic7Mx,-0.414939382,0.396205374,Written in the Sand
689,689,4Ro98RCK90oHqqSZUnTFq5,0.22,0.8740000000000001,0.49700000000000005,0.0,0.0761,0.287315974,1,0.0562,0.509868136,0.542,2,6EpRaXYhGOB3fj4V2uDkMJ,5bgwqaRSS3M8WHWruHgSL5,6CDaYzCjahDKqFAIslpveh,7BZeyb1wPX9t78rWbLWiky,2pes8dcykE4OjmNkFstKI0,6xRA0uWn06G0A5oPddcQmF,6SEjBjXybgWp4mOkpOQZW4,3zcpT4DavEySmPthhJYt3Z,4sHjA9mrxPE5J58LkJyPDO,2rZfKyWzXoxQe2DBlvZ2sP,-0.377749265,-0.009958028,Strip That Down
690,690,4Vxu50qVrQcycjRyJQaZLC,0.105,0.687,0.8420000000000001,0.0,0.0436,0.22958034300000002,1,0.057999999999999996,0.42304104,0.778,2,2QoDAlMnML5haTXvYRS86X,1mT47pKLXUwPYGwB91GcNz,3B54sVLJ402zGa6Xm4YGNe,1F2HXIJrE2Xn81OzT2zZvW,1Cafs1zrIyOzF8XPmkSI4p,6kex4EBAj0WHXDKZMEJaaF,4VTTpwcAxVSQNzEZLi75d0,7Jdho08Mesu8UmheGNICJ6,6FE2iI43OZnszFLuLtvvmg,5AEtlRudpgdT5FtNiuly6Y,-0.36127812600000003,-0.27676632100000004,Life Changes
691,691,6Q4oiVdxUveuaVEXWfephy,0.878,0.7,0.387,0.00026000000000000003,0.0973,0.8057840409999999,0,0.19399999999999998,0.529320676,0.171,1,787DeFtoBTd0HdPCIIwbUH,7EkMIQ2PzEzwQroLl6dUvw,6gx8YAvoqFT93HRwMqBOM5,1emAqEEKHGpdFx6H2YJTiG,2mBP9IsENazdoJ9ep5iR8i,1tT55K6VEyO6XFDxK4lDQe,28LrrolOGEPtpPqMRhfaZ0,4JyLFq2mHC8JPFTXHwYPWD,4yp90BbE4dxPXfGGSpbFwT,2GpHwqp9mNHyma8C3HliD8,0.5547497220000001,0.81327982,Flaming Hot Cheetos
692,692,5uikGLo0VR0LfqxMQAYxnx,0.33,0.618,0.6679999999999999,0.0,0.114,0.21496306399999998,0,0.0603,0.595988304,0.182,1,2XWjPtKdi5sucFYtVav07d,6fdh7VCT3tTf9sh3D3Qozo,6GddupezBNkWmUAGeBpSfI,3QybPutx0Tjk472bBKjNWn,5ql2mP9FUhB3SgMzv2akuO,4TVkYoIN9idardlhc34I1q,3lSDIJ2abCrOdDJ6pshUap,7fDkkwlp02iHGzKlG2gZr8,1BdjQ2Xd8y4FoHXLP52AhC,5p0UXw8VPvtgGEgBltcIwU,0.6100345220000001,0.059948666,Bad Intentions
693,693,5ecQ5IpXRvNgnsAuw40dOq,0.0709,0.47700000000000004,0.7909999999999999,0.0,0.11199999999999999,0.174516687,1,0.12,0.845759875,0.603,2,0JpxNq2SYwPt2uSqdcSvyQ,3Lj2PcKAkTXYiSVSeT7UA7,0Knc89pMAsIZbK8tor7i93,6A9qKiKQysA4PyLe9KLh0V,6CyJlVAEFlNdpggOLanytL,2TfSHkHiFO4gRztVIkggkE,2TLDilmv1UmRTfyb7f2Hrx,0PypLCGGUBNXqg4139Mg0W,2uJwGoHVPStmWV7iTKEhcn,2HaYSyjZmqhFVviYOakAth,-0.36694901,-0.315980938,Think About Us
694,694,1D0suElatoKurOqJBol7JV,0.0178,0.551,0.755,0.0,0.466,0.32770996,1,0.0678,0.528200171,0.29600000000000004,2,1D0suElatoKurOqJBol7JV,0F1DQIjMvHp9YS0Wpv4Ngl,6Nde5KuTXyB7jlPO4upaBo,3zU9rdflI65tK4dkkNSp77,410smJMzhna1ADC2ldqVHu,3szbYyYgEBehQG7q0kv5qb,5k38wzpLb15YgncyWdTZE4,1k18nxjYj8R5iz82Ap7GEY,1xHOhfFSFPzu1XT99RyjHK,41kE0bBBpwPUZEZKxSIROh,-0.361456768,-0.296683722,Chances
695,695,1It1TxBK3xIQAB4xJkPevn,0.6659999999999999,0.6920000000000001,0.57,0.0,0.107,0.423167601,1,0.185,0.44203191299999994,0.309,2,0935whoU2oTfWNaYdZ0rd4,0CZ8lquoTX2Dkg7Ak2inwA,7r55d7IhAj5UGKiYbXBwRP,1wjzFQodRWrPcQ0AnYnvQ9,0MsuUFDdKP6d3aq5jBUdTK,6uaIMhUZXMuT2Zz0vxrFiR,5iRnQIh9VxMRp26OFFWH6z,0lnfjcwBcripJPtXuSu7d3,2Kik93LzYWedRq41pH6eDN,1K3LRUEcUz5FMtPYyg0F45,-0.41185313,0.36005406799999995,Blue Lights
696,696,3BwR5psKNxcyqWoc80eOuq,0.603,0.623,0.627,0.00908,0.316,0.35259600799999996,1,0.0518,0.48109569,0.45899999999999996,2,2mCF8L0brIs88eH6Kf2h9p,6qX4gWRXTRPIrEfNuNaYye,60Q0ZSKKBea7otGijFgrQI,6vGVf8K3ri7VfkCj6PtZRy,4OxyYXWVqfqkLIwzffmbLS,0lnfjcwBcripJPtXuSu7d3,6q8onrzcka32nGVrnWYGBQ,5I0iOfX9YLacuhLspYnTaY,5mTJcvxRxq3uF5wUjjciDw,1z8F0DUrgxictKm2lzvuki,-0.40586775,0.251682219,ILYSB
697,697,6fq5GyXeT7kfzkK97b9rGC,0.0514,0.773,0.617,8e-06,0.11,0.395295227,0,0.0672,0.745525195,0.551,1,61sqsOPon94ecMskeEXwev,75lcPkAkUsKWHGBlGM476R,59l0CeaA4LLngf30waUXWB,4FdgXbE253X2VNP3fGDIZQ,7AYuSG1LoaaFVKjOxsB6Vh,3bsjdAwV1wjPM0abu8Lutl,6cW48V8CKaYpSSHA9Eih2a,1fyvQWmRbW81M0xXKI1Rrk,2hloaUoRonYssMuqLCBLTX,0znetZf9bcVN1xjAhQ00LH,0.629014455,-0.101834115,Better to Lie (with Jesse & Swae Lee)
698,698,05FVRJPZh0SKr2z1eCVmcl,0.0286,0.7290000000000001,0.706,0.44299999999999995,0.198,0.41342274799999995,0,0.0273,0.576896442,0.6509999999999999,1,5q4fICuQraX0rP42UrTWop,5ndcqSlI5gF00y3DoErttH,4AmYbksHEVus0Ib926FtXd,2pMqPNZkNPXgLKZjlnwLtd,1k2Nu0StGWVtGWqDX8ntTj,0CEIJwqzXmmWNKDV8NFw60,3oKhicdHPyboJqzzPdzyRJ,6Dw7rNYiTWUXpcQHUHPwuw,5WpAoK1u49GziJTqkzheL5,6adDpX54Bz3rBkmI1FwnvL,0.6351524270000001,-0.154099876,Attics
699,699,31Y7dmcZFeJsMKXtJNeQya,0.0875,0.6409999999999999,0.537,9.05e-06,0.115,0.28563944,0,0.0282,0.542766733,0.0681,1,4Y0TtDriFlN3XZoQx6PYsu,7fBv7CLKzipRk6EC6TWHOB,3kKX2SSrYHYGbX9fIpipoM,6jA8HL9i4QGzsj6fjoxp8Y,5lDXuPlUG86rez5O0E1Tdl,7LaMuXjc7RsSmfELSU5TXV,1Y48E203WMGk7j3qUvSBOU,2dBwB667LHQkLhdYlwLUZK,116H0KvKr2Zl4RPuVBruDO,0Dn40gxVCMo5TkgS8Ik18Q,0.6197537120000001,-0.044568967,"Don't Give Up On Me - From ""Five Feet Apart"""
700,700,4lJVxj98OFHoosOqZi78Ts,0.124,0.644,0.703,1.55e-05,0.309,0.269974328,1,0.0279,0.562503006,0.444,2,2c7GlMNmF7pbohjykutmLP,5a8RPWgKSmcGBGcffmIrUi,5N4erncE7kuUccm7zEmwzk,3a1lNhkSLSkpJE4MSHpDu9,2PuHj0tUOKud6fVKTZUXRO,410smJMzhna1ADC2ldqVHu,2uqLbKYdXc4F25g4l1FWye,4SO6Wonm24FAHzttG1lIeJ,1BevDaXPEDYfNFTcdu5rfp,5boqkVlc0CWhfTjksnpc1X,-0.368555421,-0.20011659699999998,Oath
701,701,5p0UXw8VPvtgGEgBltcIwU,0.536,0.687,0.551,0.000195,0.10099999999999999,0.27306543699999997,0,0.0708,0.6829260079999999,0.147,1,0OgGn1ofaj55l2PcihQQGV,38UckY5k2rJKa3jW4aGNSr,0UvBmQOhu4DVXJtdzGc5eV,0FomDJEJ8NUEMYOfZeYjkH,3CNMpj3ow5t4JhpC4uop0w,5uikGLo0VR0LfqxMQAYxnx,3nc420PXjTdBV5TN0gCFkS,23c9gmiiv7RCu7twft0Mym,4AQ3WZrtQkU1TCFrt61cNV,7fDkkwlp02iHGzKlG2gZr8,0.592576599,0.29258156,Do You Feel This Way (feat. Whethan)
702,702,23L5CiUhw2jV1OIMwthR3S,0.109,0.501,0.519,0.0,0.45399999999999996,0.30806308,0,0.0409,0.64436237,0.168,1,3ZS5TBLJhHdPKtoPhfUjoq,7pSn2j9BhIWMqmKDfhkbTQ,2gLkzq894rt2gR4lvZpqE5,3ebXMykcMXOcLeJ9xZ17XH,6TYWE19e35N7Bn5heHwyY6,7l94dyN2hX9c6wWcZQuOGJ,41KjSO9LbkGxOAE5ZZ9EWE,25qfFpoGhk9Njgu5nl36sS,12qI9nJMNUd4DkPq26LytN,66rhCtfhQ3VyVVNjsiVwhC,0.615660767,-0.029657851000000002,In the Name of Love
703,703,18vGqlZqxpAwlepFrqIkOG,0.0184,0.496,0.919,4.03e-05,0.33799999999999997,0.19212029100000003,0,0.0497,0.615373518,0.177,1,1Up4RdOBpChNDytatxKDXP,0KcHwAnK9I7ieGVaRJICxT,27rdGxbavYJeBphck5MZAF,5qRUEyakcE4cKgxAFrokNm,6ap2tdcYnaAznbvPoAxnu9,5sZAcPQEriLrwpdIy5B2CH,45Lu4PnbPH7fARZ82nMS3P,59oXRNRnmmTbwgkZkV7l4g,2gLkzq894rt2gR4lvZpqE5,6TR0FGw4zhlGbQALN065AI,0.640066156,-0.330253209,Chase The Sun
704,704,6VTb8IkYOgge3BQ9ueplSZ,0.8859999999999999,0.503,0.218,0.0,0.0798,0.513386074,1,0.0461,0.7177915,0.345,2,3pDHW8LsKjbX6nVSbs8uGU,202lm9YX5WmAac83tOGlVn,1XFYs8doNArJcIdbUEMEDB,5hn1VvnTKDUne8wGB4UfXB,1X6kxrjWVWiKMqulM8XZpj,79qxwHypONUt3AFq0WPpT9,6HTDbFiF3c6QFRKkB6DcR4,5oMtvzcfijl5jGFWZLOPjK,1GIBQJItFW5tFPrilr6M6o,3pHVD1RPOdYqojjFE9TUDA,-0.453320431,0.735722434,Heartlines - Acoustic
705,705,5NPzbTzFxIQPaheZuPhn4f,0.498,0.8640000000000001,0.426,0.00022799999999999999,0.145,0.43967098,0,0.0561,0.624953112,0.47700000000000004,1,1AWDY3NfuKyPmP2vA1GtYS,4CCUjYJPbSXLL23BFeBVbI,0mdIIgjVubCqYTBdCpP5k9,278kSqsZIiYp8p3QjYAqa8,2MJdgSby3DtSS7bUJx2cly,4TWflhgevIGo448fWc6mQq,0lsRatBUs9HNIZAmoGABzk,1hQzSnGlNMyQXkUIg09x55,2m1JKNrEQA37VibuKSMJEH,6idbkCHz9ta5EidtB0L1hT,0.593668973,0.36699731799999996,Forever Alone
706,706,61uyGDPJ06MkxJtHgPmuyO,0.147,0.617,0.8,0.0,0.0852,0.263215801,0,0.0654,0.45678602700000004,0.42,1,0lXvZ242DIHyJzvlMqOWBU,4uNDs2TBsv2KX9b4LIxfdt,4c5cUeKXDWCUBYNIw8Ivxy,7zsXy7vlHdItvUSH8EwQss,7mTgsbq7n8jgnwLswpgugB,7xELq8WliIctkuvWXONX6d,2AaF78iCWISMWYog5RnSi5,1quuqraz6z6RusyJZtyDcm,1okBYMGQjaJ4Hzz1xZfA3N,6zT47fVadGsDGLnsS82r5P,0.627008833,-0.12865764,Company
707,707,38tUgBtXwJxMlod5Aq8O5D,0.21100000000000002,0.7959999999999999,0.541,1.31e-05,0.0981,0.38518363299999997,1,0.0742,0.6974733340000001,0.355,2,5Z3GHaZ6ec9bsiI5BenrbY,5Ftttol3sAKtBC77rn4Cfd,10HNu5uFLPN77fwrHbqmAy,3sIbXHStayfEMhIrLgsJs2,0q75NwOoFiARAVp4EXU4Bs,4rcBgGdnnplqvHgjKMk1gL,59ywHNwwchG4nZJMLyxSzd,4gB61mP4tNChn4LgfquMhi,7GbAp0HKPQW7WnFJAzMoRk,7l1NMHXBISVLarwGyfgmFP,-0.37967117200000006,-0.020457884,Goin Thru Some Thangz
708,708,2Vk2IvgxwIYUGSWzfwsQ7P,0.00759,0.545,0.7040000000000001,0.00116,0.669,0.348457065,1,0.0316,0.384679382,0.524,2,4KZAsdL0PeGvmPbSr0hyG4,6GqRl2u7LIW93T8Vi5LnXU,0taM1mwoUfIQrrz3YRJQuM,0bGLvHd0ApdT4t0shCfpzG,7rdK9NSJIRBZAiXC0vuBS9,4J4zx8xGJpuGndrVc06KaT,2r1T6xGTVaNAqBoPH4lZEE,0F1DQIjMvHp9YS0Wpv4Ngl,6waqLPcT6ruMhmd36OhmFO,7CJSiGjWUkKm6mwaLZKU2u,-0.36170869899999997,-0.27373579800000003,Letting a Flower Die
709,709,4NlnpZPi5Z3r1uuyRglUhO,0.114,0.6829999999999999,0.319,0.0,0.0849,0.42437261,0,0.259,0.533163094,0.285,1,3nYGWwvtwNM5OKR3meujcm,7j7lh4awlX5wI90tgnpfet,14Rcq31SafFBHNEwXrtR2B,7eiMNmK2MyxpEJOEYGrSb0,0TwC5a0VuD03SsbAXtgfd6,7086QbyiN4ITmlngO7XwgA,6MWtB6iiXyIwun0YzU6DFP,0e9OpMq9zWNwVlx5JeWsEs,7zgveKrOxukG95vxIO3KHd,3rfDfPjgHDQ1BUaSHr9xoI,0.610204504,0.124296967,Needed Me
710,710,1yUqu9a2ABItuEq3WpK9Ba,0.31,0.777,0.72,0.0,0.0935,0.37832032299999996,1,0.256,0.552884939,0.297,2,3ViJYmiobUr5ozBHHcpzbF,01ZIculhpupvh79iH4LSWz,68vxG1i6RSmrsY9mRdqDgG,7hYUoA7Z4mtlDwXyq3s1Gz,74WOQIJrK06UgKU3gYQOLr,4RjpANxXIGwfKbn5srJBQq,6EkQmHBoux7iqK4vjfHq4V,3e9HZxeyfWwjeyPAMmWSSQ,4pdD4rKmi3JfGj3SO4mxU6,1PSBzsahR2AKwLJgx8ehBj,-0.376585444,-0.025807031,Sister Girl
711,711,6Pce5yn5oOSDB6hZm8Ou2U,0.733,0.57,0.519,0.0,0.139,0.297113218,1,0.0309,0.6718267590000001,0.24,2,0VBBWt0uJxXNVb624WtOnC,3mJiMnKrpIYSNRRFounMtY,5WtfUKzXircvW8l5aaVZWT,7z3z4ednmFP3OMBcQhO7Ld,2BrzlUj1u1CtvaJDGIKpsP,7oHijHxh7cI40fNC4S619V,42bbDWZ8WmXTH7PkYAlGLu,2cJS4uSqiNCeH4CgOt9LNA,72b0ANL1ZiV71OiZRs0Lny,3ngc7rGlfeFaskU90EWl4R,-0.42277859799999995,0.39427319299999997,In My Blood - Acoustic
712,712,0UJkJ3v6E7wQvMJHwmVQDn,0.0221,0.7909999999999999,0.9,0.0183,0.312,0.273536962,1,0.21600000000000003,0.577069567,0.7190000000000001,2,606MdMKIoz2TKV1pAML5OJ,10wWGbY2KerpoM5m5cYu48,5QmQslczlpMX0kNABJBCVz,5EdkHBTXHVXrLz1AkIMweE,0onslUNmSLDkuYaideYWir,655SkamVNObMDXtoN84O4Q,1akgiRM3mN2nxu2AX6ACCW,1NHlyKgtR4roNylOhidKSv,6EJiVf7U0p1BBfs0qqeb1f,6FE2iI43OZnszFLuLtvvmg,-0.34489507399999997,-0.391646538,"Beautiful, Dirty, Rich"
713,713,68y6OIiE1nDdI1MLQdJNh8,0.24,0.6829999999999999,0.687,0.0,0.131,0.305600671,0,0.0274,0.47626261200000003,0.502,1,4llK75pXNWZz6KAho2Gp16,6uBhi9gBXWjanegOb2Phh0,0owbFAS9rCBSqJYly3fMbE,1Gdq70zftwyR7AicLQ4lBY,2MDLioU5AzJf5uA48lxk2t,2twuWVm42q3E4okRqfv8U1,3A2waEDfZQfl6RNOn8Y1xW,7xELq8WliIctkuvWXONX6d,2CI2yyRfxB0HhEnXso3yLB,34i4yxPrHWquuR4kjiivFO,0.617548576,0.008939917,I Want It That Way
714,714,0j7pdNXDzEVQST5Zcoh5xo,0.0364,0.45399999999999996,0.66,0.0,0.18100000000000002,0.22827055100000002,1,0.168,0.8865597140000001,0.568,2,2HaYSyjZmqhFVviYOakAth,7nDYw1nNAW4dAqgmW2W3tq,5ecQ5IpXRvNgnsAuw40dOq,7v3MkCal9v1Bw0N31X33qA,6guTWjJ5Eohg3N4JI2y1q4,6eKhWSDPM9cDicwsBCvUwB,1R1NwL3p27XZC9n5xpP8LE,1mJMD1VIQ7jWTP9DK2zmY0,1Eck97uRMlprKOOJN9oO1E,0ME4uQYTQmovH1v9PbWqW2,-0.370865196,-0.267519892,Burn the House Down
715,715,6EErYXgsGBMkwpITHuKuCI,0.5589999999999999,0.794,0.368,0.6940000000000001,0.0864,0.666684131,1,0.0523,0.6735676290000001,0.775,2,7vpvMspRgoeBTxOwP44a1Q,5uDXc5GPqjZYINRwhogacO,7cneuh5BMBbqbbGrpqTDHQ,66ddt3E6KGEpRhJVchDnz3,3uSwz1gv799BQhkqgIgfSz,2z2wRgcKOSDCSdL6jwjDCW,53iFMaNUXn6Oj8hUIKSO5a,23AlECRNyoiDwmx9o9E0tD,2TUdxbIF3rpY887d8m0ZGV,6xJSVfI6xi51iJrbm9KjXb,-0.412957309,0.425644234,B Cool (feat. Melanie Faye)
716,716,0ikmhbH2wPx0iFayhraSWp,0.768,0.483,0.49,1.2e-06,0.11199999999999999,0.248126997,1,0.0318,0.661751835,0.43,2,5WtfUKzXircvW8l5aaVZWT,0WHi11uzahqpEtPGYCW6oQ,3mJiMnKrpIYSNRRFounMtY,2TIlqbIneP0ZY1O0EzYLlc,3EPXxR3ImUwfayaurPi3cm,477Yon8OMSZpcKC7b8Ae5y,7z3z4ednmFP3OMBcQhO7Ld,0VBBWt0uJxXNVb624WtOnC,67LKZcv1J2Yj4pk5UIuFQW,5IhW2BNoI6RWC1YX0Qx9xp,-0.429103045,0.42903215299999997,Lay It On Me - Acoustic
717,717,1JG8pJ7G8qJiy98DzCBL2E,0.00121,0.535,0.836,0.0,0.102,0.293026667,1,0.0746,0.408791875,0.44299999999999995,2,54K7AZoGpQklpygKrxZlKN,6Q6pcWl4SZmI5G21PIhKUG,7ELW8QMNYkoxWskwXMD3WW,0t0iKwFCgraW8jt8JHj5O8,1jZhF1p0fLaVZHAyfjkumE,1hIupFeRu3nmMcjbjxPnMc,3smsqTs3mOocKBZbI6jiQ6,0prNGof3XqfTvNDxHonvdK,384TqRlwlMfeUAODhXfF3O,1OKQIvaO7yn7R2BpdUFG7D,-0.360685185,-0.33312880300000003,Apologize
718,718,6YQUuoMnRIMaOmouYoMfQr,0.00598,0.552,0.804,0.0,0.111,0.22523183300000002,1,0.0303,0.461571015,0.7140000000000001,2,7dRj3sTBYkNbEx5kdNHriv,0w3Q14i073jLoew1hgJkwD,1aJJ3ciSmS8DXJL1DK0w1o,5AEtlRudpgdT5FtNiuly6Y,6jnEusmGUs0D6YvF8MhOXX,4N2utzbudidhsWZLpdHb2U,4ly1QBXEwYoDmje9rmEgC4,5Gu0PDLN4YJeW75PpBSg9p,0TzWLXV3gnCqTSzOYrLs8h,22oEJW6r2rMb9z4IntfyEa,-0.36102554600000003,-0.33710356700000005,"""99"""
719,719,5hbytEkl5hUB5iRb0cCtZi,0.000628,0.598,0.685,0.0,0.149,0.202912977,1,0.0679,0.659005877,0.7120000000000001,2,123NAAjn1RMY2WeoZH8pVN,7zVCrzzEJU7u24sbJPXA5W,59NBECAQ5tXNmtKbRFcYil,17mS1Cr70SD2PTOTnqL3LT,6V0PPYLaQ5fCAPftwIgpuN,25sgk305KZfyuqVBQIahim,0H188Mi13wkwwwUvczPdmC,7J4WtoGCdREmGQrSzPYuFe,45iMRHmfLZu3yjdZ8P5e3t,6wmX0tZ4Dkzg32z1k9x4Y5,-0.362917906,-0.305458457,S.O.S.
720,720,2R9nJvZx7oL9eLDXjvRece,0.613,0.667,0.494,0.00248,0.0589,0.591292503,1,0.0283,0.48143713200000005,0.41100000000000003,2,0j2WBxWZnWti5TpSxjJvPb,38o5lj4mbLK34vQkJUlMrg,1K3LRUEcUz5FMtPYyg0F45,6tIsrRynd3eQB0a2c3SPyM,0ncp94ULTBgS0U3GZD80AC,2wSJEsk3c0E1ZXYRwgNQoR,2Kik93LzYWedRq41pH6eDN,64sp7I8wf70B7OLOpih6XJ,6q8onrzcka32nGVrnWYGBQ,25aILAMvglYwkk4QkbfAxV,-0.41836472799999996,0.408891916,Coastline
721,721,7hEE9e4j0i97aCGiHJF0MQ,0.18100000000000002,0.243,0.888,0.84,0.0721,0.326452559,0,0.0524,0.38042338700000006,0.49200000000000005,1,6rDN0EFbzYRsIyrhEP4iad,0frarnt3wTEuBF1yIFPgGn,41i8dLAXqhe7KCAPFTmSWx,6FzYhrPQqISyxCTttPfid1,5F2NBifWyRttXoB5eTUXCp,3m4UpPw4Pb4r8u6f7e8Kvr,7rEOUR7AmXcgd32WG5duJh,5cenvmo6pnbLY2BSGgAubL,1WjcX541kITk0ACPf5K6Bp,5j9xOabBmfilEU0K2TUh2y,0.616897026,-0.109196759,Nimbus
722,722,2NvmyE3zwZuJCMyAH4pnyd,0.0411,0.7879999999999999,0.319,0.695,0.10300000000000001,0.614711584,1,0.0425,0.442455108,0.386,2,47jzduOtk5nAtsE8YuugQm,64b1ef0cE2NaXzVJFxtteI,05fxSSpBnl52vfwdxKO4Qm,6DXoRCLBJexf9tkA0Dh7aT,2z2wRgcKOSDCSdL6jwjDCW,6xJSVfI6xi51iJrbm9KjXb,2TUdxbIF3rpY887d8m0ZGV,46nibbtFxxrgZq9EpXmTy1,5Nn2Dj7OQsGL6pgQ9iIzPp,5mayqRLrBYxucQ5fXgZ2eY,-0.37938537200000005,0.034966217,companions <3
